Date,Product_Name,Brand,Category_Type,Price_INR,Marketing_Spend_INR,Event_Type,Units_Sold
2025-09-04,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3785.0,Normal Day,118
2025-09-05,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1594.0,Normal Day,131
2025-09-06,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4237.0,Normal Day,149
2025-09-07,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1398.0,Normal Day,161
2025-09-08,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2364.0,Normal Day,112
2025-09-09,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3247.0,Normal Day,113
2025-09-10,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4403.0,Normal Day,121
2025-09-11,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4232.0,Normal Day,130
2025-09-12,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1060.0,Normal Day,139
2025-09-13,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2105.0,Normal Day,138
2025-09-14,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3935.0,Normal Day,154
2025-09-15,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3900.0,Normal Day,145
2025-09-16,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4708.0,Normal Day,131
2025-09-17,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2201.0,Normal Day,112
2025-09-18,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2317.0,Normal Day,105
2025-09-19,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4225.0,Normal Day,137
2025-09-20,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2154.0,Normal Day,156
2025-09-21,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4260.0,Normal Day,141
2025-09-22,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1689.0,Normal Day,123
2025-09-23,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3019.0,Normal Day,112
2025-09-24,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3433.0,Normal Day,128
2025-09-25,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1250.0,Normal Day,101
2025-09-26,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2852.0,Normal Day,118
2025-09-27,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4066.0,Normal Day,130
2025-09-28,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3555.0,Normal Day,156
2025-09-29,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4898.0,Normal Day,130
2025-09-30,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3586.0,Normal Day,132
2025-10-01,Clinic Plus Egg Protein (340ml),Clinic Plus,General,195,4560.0,National Sale,310
2025-10-02,Clinic Plus Egg Protein (340ml),Clinic Plus,General,195,6878.0,National Sale,317
2025-10-03,Clinic Plus Egg Protein (340ml),Clinic Plus,General,195,7056.0,National Sale,283
2025-10-04,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1165.0,Normal Day,145
2025-10-05,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3190.0,Normal Day,153
2025-10-06,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1798.0,Normal Day,118
2025-10-07,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2544.0,Normal Day,133
2025-10-08,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2137.0,Normal Day,137
2025-10-09,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3471.0,Normal Day,106
2025-10-10,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2027.0,Normal Day,132
2025-10-11,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4407.0,Normal Day,139
2025-10-12,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1471.0,Normal Day,142
2025-10-13,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1595.0,Normal Day,121
2025-10-14,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1067.0,Normal Day,125
2025-10-15,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4776.0,Normal Day,126
2025-10-16,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2231.0,Normal Day,142
2025-10-17,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2436.0,Normal Day,122
2025-10-18,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1642.0,Normal Day,121
2025-10-19,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3276.0,Normal Day,147
2025-10-20,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4368.0,Normal Day,124
2025-10-21,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3463.0,Normal Day,121
2025-10-22,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2801.0,Normal Day,138
2025-10-23,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1214.0,Normal Day,135
2025-10-24,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2905.0,Normal Day,125
2025-10-25,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3042.0,Normal Day,136
2025-10-26,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1816.0,Normal Day,162
2025-10-27,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3250.0,Normal Day,123
2025-10-28,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2199.0,Normal Day,106
2025-10-29,Clinic Plus Egg Protein (340ml),Clinic Plus,General,195,7324.0,Diwali,177
2025-10-30,Clinic Plus Egg Protein (340ml),Clinic Plus,General,195,6826.0,Diwali,179
2025-10-31,Clinic Plus Egg Protein (340ml),Clinic Plus,General,195,3322.0,Diwali,178
2025-11-01,Clinic Plus Egg Protein (340ml),Clinic Plus,General,195,4986.0,Diwali,210
2025-11-02,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1584.0,Wedding Season,167
2025-11-03,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4325.0,Wedding Season,136
2025-11-04,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3054.0,Wedding Season,137
2025-11-05,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4386.0,Wedding Season,144
2025-11-06,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2303.0,Wedding Season,153
2025-11-07,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3081.0,Wedding Season,129
2025-11-08,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1935.0,Wedding Season,156
2025-11-09,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1925.0,Wedding Season,173
2025-11-10,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4529.0,Wedding Season,148
2025-11-11,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3601.0,Wedding Season,146
2025-11-12,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4945.0,Wedding Season,133
2025-11-13,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4106.0,Wedding Season,132
2025-11-14,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1431.0,Wedding Season,132
2025-11-15,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2184.0,Wedding Season,175
2025-11-16,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1636.0,Wedding Season,179
2025-11-17,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1589.0,Wedding Season,134
2025-11-18,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2822.0,Wedding Season,142
2025-11-19,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4641.0,Wedding Season,154
2025-11-20,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4210.0,Wedding Season,141
2025-11-21,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3338.0,Wedding Season,142
2025-11-22,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1713.0,Wedding Season,141
2025-11-23,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3724.0,Wedding Season,169
2025-11-24,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4590.0,Wedding Season,152
2025-11-25,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3597.0,Wedding Season,126
2025-11-26,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1150.0,Wedding Season,141
2025-11-27,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2635.0,Wedding Season,133
2025-11-28,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2750.0,Wedding Season,123
2025-11-29,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1777.0,Wedding Season,137
2025-11-30,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2430.0,Wedding Season,192
2025-12-01,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2359.0,Wedding Season,143
2025-12-02,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1838.0,Wedding Season,137
2025-12-03,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2706.0,Wedding Season,135
2025-12-04,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2680.0,Wedding Season,141
2025-12-05,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3409.0,Wedding Season,125
2025-12-06,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1771.0,Wedding Season,161
2025-12-07,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4115.0,Wedding Season,177
2025-12-08,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2791.0,Wedding Season,137
2025-12-09,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2649.0,Wedding Season,144
2025-12-10,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1054.0,Wedding Season,122
2025-12-11,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3714.0,Wedding Season,148
2025-12-12,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4233.0,Wedding Season,144
2025-12-13,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3775.0,Wedding Season,167
2025-12-14,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1358.0,Wedding Season,183
2025-12-15,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3005.0,Wedding Season,140
2025-12-16,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3195.0,Wedding Season,141
2025-12-17,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4252.0,Wedding Season,145
2025-12-18,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1077.0,Wedding Season,148
2025-12-19,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4169.0,Wedding Season,147
2025-12-20,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1520.0,Wedding Season,149
2025-12-21,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2084.0,Wedding Season,165
2025-12-22,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4486.0,Wedding Season,140
2025-12-23,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1637.0,Wedding Season,144
2025-12-24,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2114.0,Wedding Season,148
2025-12-25,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4239.0,Wedding Season,132
2025-12-26,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1807.0,Wedding Season,132
2025-12-27,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,4154.0,Wedding Season,169
2025-12-28,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,3800.0,Wedding Season,165
2025-12-29,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,1679.0,Wedding Season,135
2025-12-30,Clinic Plus Egg Protein (340ml),Clinic Plus,General,230,2907.0,Wedding Season,137
2024-01-01,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2920.0,Wedding Season,119
2024-01-02,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4244.0,Wedding Season,115
2024-01-03,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1128.0,Wedding Season,116
2024-01-04,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2928.0,Wedding Season,130
2024-01-05,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2260.0,Wedding Season,128
2024-01-06,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3762.0,Wedding Season,149
2024-01-07,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3770.0,Wedding Season,174
2024-01-08,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2691.0,Wedding Season,118
2024-01-09,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3106.0,Wedding Season,123
2024-01-10,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2792.0,Wedding Season,122
2024-01-11,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1043.0,Wedding Season,136
2024-01-12,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2949.0,Wedding Season,142
2024-01-13,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2146.0,Wedding Season,144
2024-01-14,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3552.0,Wedding Season,159
2024-01-15,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3616.0,Wedding Season,107
2024-01-16,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2180.0,Wedding Season,138
2024-01-17,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1915.0,Wedding Season,118
2024-01-18,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2658.0,Wedding Season,128
2024-01-19,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3664.0,Wedding Season,116
2024-01-20,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1252.0,Wedding Season,125
2024-01-21,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2965.0,Wedding Season,157
2024-01-22,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2352.0,Wedding Season,113
2024-01-23,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1939.0,Wedding Season,124
2024-01-24,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,204,3076.0,National Sale,271
2024-01-25,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,204,2540.0,National Sale,278
2024-01-26,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,204,8850.0,National Sale,259
2024-01-27,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3405.0,Wedding Season,147
2024-01-28,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1962.0,Wedding Season,148
2024-01-29,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4637.0,Wedding Season,134
2024-01-30,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1266.0,Wedding Season,115
2024-01-31,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2427.0,Wedding Season,118
2024-02-01,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3082.0,Wedding Season,130
2024-02-02,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2691.0,Wedding Season,116
2024-02-03,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2690.0,Wedding Season,129
2024-02-04,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3763.0,Wedding Season,141
2024-02-05,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4139.0,Wedding Season,127
2024-02-06,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2332.0,Wedding Season,126
2024-02-07,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2359.0,Wedding Season,141
2024-02-08,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2127.0,Wedding Season,115
2024-02-09,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4210.0,Wedding Season,126
2024-02-10,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4058.0,Wedding Season,152
2024-02-11,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1768.0,Wedding Season,158
2024-02-12,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4716.0,Wedding Season,115
2024-02-13,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4678.0,Wedding Season,144
2024-02-14,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4484.0,Wedding Season,119
2024-02-15,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4319.0,Wedding Season,142
2024-02-16,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4467.0,Wedding Season,118
2024-02-17,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2784.0,Wedding Season,158
2024-02-18,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2116.0,Wedding Season,156
2024-02-19,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2514.0,Wedding Season,131
2024-02-20,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3975.0,Wedding Season,136
2024-02-21,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3762.0,Wedding Season,126
2024-02-22,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3627.0,Wedding Season,129
2024-02-23,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1124.0,Wedding Season,129
2024-02-24,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2498.0,Wedding Season,129
2024-02-25,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3347.0,Wedding Season,162
2024-02-26,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2618.0,Wedding Season,126
2024-02-27,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3287.0,Wedding Season,135
2024-02-28,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3457.0,Wedding Season,113
2024-02-29,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4511.0,Wedding Season,120
2024-03-01,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4288.0,Normal Day,98
2024-03-02,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2606.0,Normal Day,123
2024-03-03,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3837.0,Normal Day,127
2024-03-04,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2479.0,Normal Day,103
2024-03-05,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1493.0,Normal Day,96
2024-03-06,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2871.0,Normal Day,133
2024-03-07,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1004.0,Normal Day,111
2024-03-08,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1661.0,Normal Day,94
2024-03-09,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2349.0,Normal Day,115
2024-03-10,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1960.0,Normal Day,116
2024-03-11,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3303.0,Normal Day,78
2024-03-12,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4704.0,Normal Day,112
2024-03-13,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4374.0,Normal Day,78
2024-03-14,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2036.0,Normal Day,87
2024-03-15,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4332.0,Normal Day,110
2024-03-16,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3677.0,Normal Day,119
2024-03-17,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3244.0,Normal Day,141
2024-03-18,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4173.0,Normal Day,105
2024-03-19,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4285.0,Normal Day,110
2024-03-20,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4249.0,Normal Day,123
2024-03-21,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1588.0,Normal Day,110
2024-03-22,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4676.0,Normal Day,73
2024-03-23,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3495.0,Normal Day,120
2024-03-24,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3402.0,Normal Day,136
2024-03-25,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1772.0,Holi,114
2024-03-26,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4292.0,Normal Day,95
2024-03-27,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2557.0,Normal Day,107
2024-03-28,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1032.0,Normal Day,95
2024-03-29,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4629.0,Normal Day,99
2024-03-30,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2410.0,Normal Day,111
2024-03-31,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4316.0,Normal Day,137
2024-04-01,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2880.0,Normal Day,106
2024-04-02,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2540.0,Normal Day,99
2024-04-03,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1241.0,Normal Day,96
2024-04-04,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2421.0,Normal Day,99
2024-04-05,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2499.0,Normal Day,87
2024-04-06,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2635.0,Normal Day,117
2024-04-07,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1335.0,Normal Day,118
2024-04-08,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2240.0,Normal Day,83
2024-04-09,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2684.0,Normal Day,108
2024-04-10,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3585.0,Normal Day,117
2024-04-11,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1779.0,Normal Day,96
2024-04-12,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3611.0,Normal Day,97
2024-04-13,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2242.0,Normal Day,117
2024-04-14,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2169.0,Normal Day,138
2024-04-15,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4465.0,Normal Day,107
2024-04-16,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1597.0,Normal Day,87
2024-04-17,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3133.0,Normal Day,120
2024-04-18,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2608.0,Normal Day,106
2024-04-19,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1095.0,Normal Day,95
2024-04-20,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2895.0,Normal Day,128
2024-04-21,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2658.0,Normal Day,142
2024-04-22,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4184.0,Normal Day,80
2024-04-23,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1170.0,Normal Day,103
2024-04-24,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2734.0,Normal Day,96
2024-04-25,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2012.0,Normal Day,96
2024-04-26,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1500.0,Normal Day,93
2024-04-27,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4607.0,Normal Day,124
2024-04-28,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1815.0,Normal Day,114
2024-04-29,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4393.0,Normal Day,106
2024-04-30,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1531.0,Normal Day,112
2024-05-01,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2040.0,Wedding Season,112
2024-05-02,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2687.0,Wedding Season,121
2024-05-03,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1587.0,Wedding Season,116
2024-05-04,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2556.0,Wedding Season,114
2024-05-05,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4656.0,Wedding Season,132
2024-05-06,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3708.0,Wedding Season,117
2024-05-07,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2529.0,Wedding Season,127
2024-05-08,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1623.0,Wedding Season,108
2024-05-09,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1262.0,Wedding Season,116
2024-05-10,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2717.0,Wedding Season,104
2024-05-11,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3679.0,Wedding Season,137
2024-05-12,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4697.0,Wedding Season,152
2024-05-13,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3503.0,Wedding Season,116
2024-05-14,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2224.0,Wedding Season,108
2024-05-15,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3213.0,Wedding Season,100
2024-05-16,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2140.0,Wedding Season,109
2024-05-17,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1481.0,Wedding Season,111
2024-05-18,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1929.0,Wedding Season,128
2024-05-19,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1402.0,Wedding Season,129
2024-05-20,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4349.0,Wedding Season,110
2024-05-21,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2633.0,Wedding Season,122
2024-05-22,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4117.0,Wedding Season,123
2024-05-23,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2082.0,Wedding Season,110
2024-05-24,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1121.0,Wedding Season,109
2024-05-25,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1304.0,Wedding Season,153
2024-05-26,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4636.0,Wedding Season,129
2024-05-27,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4705.0,Wedding Season,93
2024-05-28,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2671.0,Wedding Season,143
